names	district	location	xaxis	yaxis	roomspace	orientation	numrooms	height	floors	owner	postdate	attrs	price
桃花岛 1室1厅 3300元	通州	梨园	116.665897	39.873868	85㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	13天前发布	{'central_heating': '集中供暖'}	3300
整租 · 太阳国际公馆 1室1厅 8500元	朝阳	太阳宫	116.447131	39.976982	62㎡	西	1室1厅1卫	中楼层	（20层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装'}	8500
三源里街 1室1厅 5800元	朝阳	三元桥	116.459186	39.959951	46㎡	南	1室1厅1卫	低楼层	（16层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5800
整租 ·   地铁4号线 中关村 北理工 天作国际一居室，诚意出租	海淀	皂君庙	116.330578	39.966964	47㎡	西	1室1厅1卫	低楼层	（14层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	7600
整租 · 锦秋知春 1室1厅 10500元	海淀	知春路	116.355878	39.980297	86㎡	西北	1室1厅1卫	中楼层	（26层）	链家	12天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	10500
五月华庭 1室0厅 5100元	海淀	新街口	116.375366	39.958063	34㎡	北	1室0厅1卫	中楼层	（12层）	链家	2天前发布	{'is_subway_house': '近地铁', 'is_new': '新上', 'is_key': '随时看房'}	5100
考拉社区 1室1厅 5300元	西城	菜户营	116.353097	39.882435	61㎡	西	1室1厅1卫	低楼层	（21层）	链家	2天前发布	{'central_heating': '集中供暖', 'is_new': '新上'}	5300
天怡家园 1室1厅 5600元	朝阳	北苑	116.427825	40.046804	53㎡	西南	1室1厅1卫	低楼层	（20层）	链家	12天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	5600
整租 · 彩虹城四区 1室1厅 5500元	丰台	赵公口	116.419618	39.845427	65㎡	西南	1室1厅1卫	高楼层	（22层）	链家	10天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 · 东岸南向大开间 短租三到五个月 诚意出租	朝阳	石佛营	116.510441	39.931785	54㎡	南	1室0厅1卫	高楼层	（18层）	链家	12天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6000
车公庄北里 1室1厅 6200元	西城	车公庄	116.353434	39.940291	44㎡	南	1室1厅1卫	高楼层	（18层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6200
整租 ·   钥匙房 马甸德胜门京师吉地正规一居室 有燃气东西齐	西城	马甸	116.385363	39.971122	52㎡	西	1室1厅1卫	高楼层	（20层）	链家	12天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7700
整租 · 北礼士路 1室1厅 7000元	西城	官园	116.360016	39.939659	41㎡	西	1室1厅1卫	中楼层	（12层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
东方生活区 1室1厅 3400元	通州	新华大街	116.671316	39.907705	44㎡	南	1室1厅1卫	中楼层	（5层）	链家	2天前发布	{'central_heating': '集中供暖', 'is_new': '新上'}	3400
盛芳茗苑 1室1厅 3900元	大兴	枣园	116.343566	39.756855	57㎡	南 北	1室1厅1卫	低楼层	（9层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3900
整租 · 海棠湾一期 1室1厅 3900元	通州	临河里	116.671332	39.875677	61㎡	东北	1室1厅1卫	低楼层	（27层）	链家	11天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3900
华业东方玫瑰A区 1室1厅 4300元	通州	临河里	116.692068	39.886581	60㎡	南	1室1厅1卫	高楼层	（28层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
整租 · 景泰西里西区 1室1厅 5500元	东城	永定门	116.414356	39.869475	60㎡	南	1室1厅1卫	低楼层	（10层）	链家	10天前发布	{'is_subway_house': '近地铁'}	5500
整租 · 空房一居室出租，没有家具只有家电	通州	梨园	116.679317	39.889108	60㎡	西	1室1厅1卫	低楼层	（18层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
铁路家属楼 1室1厅 2800元	顺义	顺义城	116.652514	40.136598	48㎡	南	1室1厅1卫	中楼层	（5层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	2800
整租 · 双锦园 1室1厅 4200元	石景山	鲁谷	116.228639	39.907678	50㎡	西	1室1厅1卫	中楼层	（16层）	链家	11天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	4200
整租 ·   远洋山水正规一居室，家具家电齐全，可长租	石景山	鲁谷	116.247008	39.906426	54㎡	东	1室1厅1卫	中楼层	（26层）	链家	9天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
八宝庄 1室1厅 5300元	海淀	定慧寺	116.298566	39.928982	43㎡	南	1室1厅1卫	中楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
整租 ·   双井广渠门 富力城E区公馆大一居 中央空调+地暖	朝阳	双井	116.455537	39.900377	94㎡	西	1室1厅1卫	低楼层	（18层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	15000
整租 ·   朝阳公园旁静谧精装一居室 家具全新正对小区花园	朝阳	朝阳公园	116.49138	39.938386	84㎡	北	1室1厅1卫	低楼层	（16层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	18000
东海仪园 1室1厅 4500元	丰台	青塔	116.236608	39.880022	61㎡	南	1室1厅1卫	高楼层	（18层）	链家	11天前发布	{'is_key': '随时看房'}	4500
世纪星 1室1厅 5000元	丰台	宋家庄	116.441493	39.863696	51㎡	西	1室1厅1卫	低楼层	（29层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
旧宫新苑南区 1室1厅 3800元	大兴	旧宫	116.462042	39.803975	63㎡	东 南 北	1室1厅1卫	高楼层	（18层）	链家	10天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3800
整租 · 翠福园 1室1厅 3300元	通州	北关	116.659546	39.951388	66㎡	东北	1室1厅1卫	中楼层	（6层）	链家	10天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3300
三合北巷 1室1厅 3500元	大兴	黄村中	116.327248	39.741504	57㎡	南 北	1室1厅1卫	高楼层	（18层）	链家	10天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
革新南路2号院 1室1厅 4200元	东城	永定门	116.405554	39.870561	37㎡	东南	1室1厅1卫	高楼层	（21层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4200
整租 ·  随时看房 签约方便 精装大一居室 朝阳采光好	海淀	甘家口	116.327069	39.932982	52㎡	南	1室1厅1卫	高楼层	（6层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
整租 · 建新南区 1室1厅 3600元	顺义	顺义城	116.659766	40.128078	57㎡	南 北	1室1厅1卫	中楼层	（5层）	链家	10天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3600
整租 ·   昊天温泉家园 一层一居室 南北通透 业主诚租	房山	良乡	116.154663	39.741514	80㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	10天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	2500
整租 ·   兆丰园三区华富丽苑精装一居室家具家电全齐拎包入住	丰台	青塔	116.257914	39.897113	75㎡	南	1室1厅1卫	高楼层	（27层）	链家	10天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
四方景园二区 1室1厅 5100元	丰台	成寿寺	116.447475	39.863568	54㎡	北	1室1厅1卫	高楼层	（28层）	链家	10天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	5100
整租 ·   双桥 双柳巷 南向一居室 集中供暖	朝阳	双桥	116.587018	39.912749	36㎡	南	1室1厅1卫	中楼层	（5层）	链家	10天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
书香亭 1室1厅 6300元	朝阳	华威桥	116.473488	39.876706	70㎡	西	1室1厅1卫	中楼层	（21层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6300
整租 · 三里屯SOHO 1室1厅 21000元	朝阳	三里屯	116.460502	39.938418	122㎡	西	1室1厅1卫	中楼层	（23层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	21000
整租 · 南苑北里一区 1室1厅 3300元	丰台	和义	116.405333	39.816466	53㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3300
整租 · 世纪城+世纪金源国际公寓+交通便利+适合静态办公	海淀	世纪城	116.286376	39.959535	147㎡	东	1室1厅1卫	高楼层	（13层）	链家	10天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	18000
整租 · 福海小区 1室1厅 5000元	丰台	角门	116.398306	39.853568	75㎡	东 北	1室1厅1卫	高楼层	（14层）	链家	4天前发布	{'is_subway_house': '近地铁', 'is_new': '新上', 'is_key': '随时看房'}	5000
整租 ·  有钥匙随时可看 全南一居室，主卧客厅采光好	海淀	西山	116.233169	39.949073	60㎡	南	1室1厅1卫	高楼层	（6层）	链家	9天前发布	{'is_key': '随时看房'}	4800
石榴园南里小区 1室1厅 4300元	丰台	刘家窑	116.423841	39.850638	58㎡	南 北	1室1厅1卫	低楼层	（10层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
千鹤家园 1室1厅 7800元	朝阳	惠新西街	116.426043	39.994024	57㎡	东 西	1室1厅1卫	中楼层	（25层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7800
整租 · 长兴公寓 1室1厅 4200元	大兴	黄村火车站	116.349041	39.731851	67㎡	南	1室1厅1卫	高楼层	（26层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4200
亦庄北岸 1室0厅 3300元	大兴	旧宫	116.470465	39.803697	39㎡	东	1室0厅1卫	中楼层	（12层）	链家	9天前发布	{'central_heating': '集中供暖'}	3300
整租 · 裕中西里 1室1厅 6500元	西城	马甸	116.39145	39.978742	52㎡	南	1室1厅1卫	低楼层	（20层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
整租 · 新天地东北一居 楼层高 视野好	朝阳	常营	116.612889	39.923544	66㎡	东北	1室1厅1卫	高楼层	（26层）	链家	9天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5600
古韵新居 1室0厅 3100元	通州	潞苑	116.681628	39.934532	49㎡	南	1室0厅1卫	中楼层	（11层）	链家	9天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3100
整租 ·    炫特嘉园三期，精装开间，随时入住	朝阳	石佛营	116.513063	39.937121	41㎡	北	1室0厅1卫	高楼层	（23层）	链家	9天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5200
万国城MOMA 1室1厅 9500元	东城	东直门	116.444857	39.954789	59㎡	南	1室1厅1卫	中楼层	（27层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	9500
整租 ·    郁花园二里低楼层正规一居室，拎包入住近地铁	大兴	郁花园	116.339906	39.781801	54㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3300
整租 · 东恒时代一期 1室0厅 7300元	朝阳	四惠	116.501162	39.915382	61㎡	北	1室0厅1卫	高楼层	（32层）	链家	9天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7300
整租 · 彩电小区 1室1厅 7500元	海淀	公主坟	116.324724	39.916648	51㎡	东	1室1厅1卫	中楼层	（23层）	链家	9天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7500
曙光里 1室1厅 6300元	朝阳	三元桥	116.457117	39.971046	41㎡	西	1室1厅1卫	中楼层	（18层）	链家	8天前发布	{'central_heating': '集中供暖'}	6300
百旺茉莉园 1室1厅 8300元	海淀	西北旺	116.257014	40.054948	88㎡	南 北	1室1厅1卫	高楼层	（9层）	链家	4天前发布	{'is_subway_house': '近地铁', 'is_new': '新上', 'is_key': '随时看房'}	8300
龙泉花园 1室1厅 1600元	门头沟	城子	116.116971	39.943729	103㎡	南 北	1室1厅1卫	高楼层	（7层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	1600
整租 · 纯南向开间，家具家电齐全，拎包入住	通州	潞苑	116.681628	39.934532	50㎡	南 北	1室1厅1卫	中楼层	（11层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3100
整租 ·   公主坟一居室 家具家电齐全 交通便利 诚心出租	海淀	公主坟	116.309988	39.919965	41㎡	南	1室1厅1卫	中楼层	（7层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
整租 · 清润家园 1室1厅 4800元	海淀	清河	116.360608	40.036507	46㎡	南	1室1厅1卫	低楼层	（6层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4800
整租 · 松榆西里 1室1厅 5400元	朝阳	潘家园	116.470683	39.87738	55㎡	东南	1室1厅1卫	低楼层	（19层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5400
望都新地二期 1室1厅 3600元	昌平	北七家	116.421164	40.119816	72㎡	南 北	1室1厅1卫	高楼层	（6层）	链家	7天前发布	{'is_key': '随时看房'}	3600
整租 ·  北街家园八区优质开间家电齐全拎包入住	昌平	沙河	116.265774	40.170928	71㎡	西	1室0厅1卫	低楼层	（18层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	2500
华贸城 1室0厅 5800元	朝阳	北苑	116.4388	40.054941	55㎡	东 北	1室0厅1卫	高楼层	（28层）	链家	4天前发布	{'is_subway_house': '近地铁', 'is_new': '新上', 'is_key': '随时看房'}	5800
整租 ·   考拉社区，开间，带电梯，集中供暖	西城	菜户营	116.353097	39.882435	32㎡	西	1室0厅1卫	中楼层	（21层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	3900
奶牛厂宿舍一居 家具家电齐全 随时看房随时入住	朝阳	奥林匹克公园	116.36388	40.030948	43㎡	南	1室1厅1卫	高楼层	（4层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
和光里 1室1厅 4300元	丰台	五里店	116.268244	39.867319	55㎡	南	1室1厅1卫	低楼层	（10层）	链家	7天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
整租 ·   安华桥 安华里社区 简装一居室 5500元/月	朝阳	安贞	116.411554	39.971886	46㎡	西南	1室1厅1卫	低楼层	（13层）	链家	7天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
翠福园 1室1厅 2000元	通州	北关	116.659546	39.951388	62㎡	东 北	1室1厅1卫	中楼层	（6层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	2000
整租 · 瑞都国际北区 1室1厅 5300元	通州	九棵树(家乐福)	116.662375	39.89499	79㎡	南	1室1厅1卫	高楼层	（24层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
清河正规一居室，看房随时有钥匙，随时可住，诚心出租	朝阳	奥林匹克公园	116.36388	40.030948	42㎡	南	1室1厅1卫	高楼层	（4层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	4200
碧桂园小区A区 1室1厅 2700元	房山	长阳	116.17041	39.767123	72㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	8天前发布	{'is_key': '随时看房'}	2700
整租 · 杨闸新村 1室1厅 6000元	朝阳	管庄	116.614985	39.917316	59㎡	西	1室1厅1卫	高楼层	（16层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
门头沟月季园 1室1厅 2400元	门头沟	滨河西区	116.117019	39.93386	48㎡	南	1室1厅1卫	中楼层	（6层）	链家	8天前发布	{'central_heating': '集中供暖'}	2400
整租 · 力鸿花园 1室1厅 7200元	朝阳	国展	116.448277	39.962858	52㎡	北	1室1厅1卫	中楼层	（24层）	链家	8天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7200
整租 · 裕龙四区 1室1厅 3200元	顺义	顺义城	116.678491	40.127539	51㎡	南 北	1室1厅1卫	高楼层	（6层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
整租 · 北亚花园 1室1厅 3200元	昌平	北七家	116.428411	40.135623	65㎡	东 西	1室1厅1卫	中楼层	（6层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
华龙小区 1室1厅 2500元	通州	潞苑	116.695201	39.934643	53㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	8天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	2500
整租 · 嘉业大厦 1室1厅 5600元	丰台	刘家窑	116.434145	39.863841	58㎡	西	1室1厅1卫	低楼层	（11层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5600
运河湾 1室1厅 4400元	通州	武夷花园	116.703234	39.911017	57㎡	南	1室1厅1卫	高楼层	（11层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4400
建欣苑一里 1室1厅 4500元	丰台	大红门	116.404561	39.848711	61㎡	南 北	1室1厅1卫	高楼层	（7层）	链家	8天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	4500
展览路 1室1厅 6600元	西城	阜成门	116.351337	39.931197	53㎡	东	1室1厅1卫	高楼层	（16层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6600
整租 ·   西山公馆 西向一居室 低楼层 诚意出租	海淀	西北旺	116.299708	40.050845	69㎡	西	1室1厅1卫	低楼层	（6层）	链家	4天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	8700
整租 · 潘家园东里 1室1厅 5000元	朝阳	潘家园	116.462185	39.884984	62㎡	北	1室1厅1卫	高楼层	（18层）	链家	7天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 ·   豪柏国际公寓  西三环 紫竹桥 精装 家具家电齐全	海淀	紫竹桥	116.31794	39.945339	68㎡	东北	1室1厅1卫	中楼层	（22层）	链家	7天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7500
日新家园 1室1厅 5500元	丰台	赵公口	116.431706	39.845698	62㎡	南 西	1室1厅1卫	高楼层	（14层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
小后仓 1室1厅 5500元	西城	官园	116.368372	39.943265	41㎡	东南	1室1厅1卫	中楼层	（5层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 ·   婚房一居  精装修 中层视野佳  采光好 落地阳台	朝阳	大望路	116.480923	39.900942	59㎡	西	1室1厅1卫	中楼层	（15层）	链家	7天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8200
整租 · 晓月苑四里55平一居室 看房方便 随时入住	丰台	卢沟桥	116.247075	39.840985	56㎡	北	1室1厅1卫	低楼层	（24层）	链家	5天前发布	{'is_new': '新上', 'is_key': '随时看房'}	3300
蓝星花园 1室1厅 4200元	顺义	后沙峪	116.560389	40.094933	60㎡	东	1室1厅1卫	中楼层	（11层）	链家	6天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4200
整租 · 瑞都国际北区 1室1厅 4300元	通州	九棵树(家乐福)	116.662375	39.89499	62㎡	北	1室1厅1卫	中楼层	（24层）	链家	1天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4300
帅府园 1室1厅 3300元	通州	新华大街	116.652626	39.909058	51㎡	南	1室1厅1卫	中楼层	（6层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3300
整租 · 点击未来 1室1厅 6100元	朝阳	望京	116.479695	39.993376	50㎡	东南	1室1厅1卫	中楼层	（14层）	链家	7天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	6100
整租 · 天通西苑二区 1室1厅 5300元	昌平	天通苑	116.415742	40.077796	62㎡	南	1室1厅1卫	低楼层	（10层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
整租 ·   上东三角洲79.84平一居 南向 有钥匙 临将府公园798	朝阳	酒仙桥	116.511419	39.981872	80㎡	南	1室1厅1卫	中楼层	（16层）	链家	7天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
学知轩 1室1厅 7200元	海淀	学院路	116.359587	40.01792	62㎡	西南	1室1厅1卫	高楼层	（21层）	链家	7天前发布	{'is_key': '随时看房'}	7200
柏林爱乐二期 1室1厅 5000元	朝阳	常营	116.594801	39.928019	58㎡	西 北	1室1厅1卫	中楼层	（21层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
双槐里 1室1厅 5000元	西城	牛街	116.377179	39.88737	44㎡	东	1室1厅1卫	低楼层	（6层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 ·    大望路 光辉里 婚房一居室 西南向	朝阳	CBD	116.483319	39.915337	43㎡	南 西	1室1厅1卫	中楼层	（18层）	链家	7天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7300
整租 · 东亚首航国际 1室0厅 2600元	顺义	顺义其它	116.605239	40.134877	38㎡	北	1室0厅1卫	低楼层	（9层）	链家	7天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	2600
久居雅园 1室1厅 3300元	通州	临河里	116.676119	39.875612	56㎡	北	1室1厅1卫	高楼层	（12层）	链家	6天前发布	{'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	3300
逸成东苑 1室1厅 6500元	海淀	学院路	116.35572	40.01918	55㎡	西南	1室1厅1卫	中楼层	（22层）	链家	6天前发布	{'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6500
整租 · 慧忠北里 1室1厅 6100元	朝阳	亚运村	116.413621	40.013277	66㎡	西	1室1厅1卫	低楼层	（24层）	链家	6天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上'}	6100
整租 ·   东恒时代西一居室出租，家电家具都齐全，可拎包住	朝阳	十里堡	116.508558	39.918042	63㎡	西	1室1厅1卫	高楼层	（27层）	链家	1天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6700
整租 ·   西城区广安门车站西街一居室，朝南，集中供暖	西城	广安门	116.348101	39.887054	41㎡	南	1室1厅1卫	中楼层	（6层）	链家	6天前发布	{'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4300
郁金香舍 1室1厅 4800元	亦庄开发区	亦庄	116.508046	39.799319	49㎡	北	1室1厅1卫	低楼层	（9层）	链家	6天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4800
车站西街15号院 1室1厅 4500元	西城	广安门	116.345084	39.884248	39㎡	南	1室1厅1卫	低楼层	（6层）	链家	6天前发布	{'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4500
会城门小区 1室1厅 5500元	海淀	军博	116.340116	39.908814	42㎡	南	1室1厅1卫	中楼层	（6层）	链家	6天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上'}	5500
整租 · 新北京中心 1室1厅 6800元	通州	北关	116.664666	39.924748	83㎡	东南	1室1厅1卫	高楼层	（41层）	链家	6天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6800
整租 · 万年花城三期 1室1厅 6300元	丰台	玉泉营	116.329405	39.846371	67㎡	北	1室1厅1卫	低楼层	（20层）	链家	6天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上'}	6300
gogo新世代 1室0厅 4700元	丰台	方庄	116.429293	39.872461	27㎡	南	1室0厅1卫	高楼层	（23层）	链家	今天发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上'}	4700
霞光里30号院 1室1厅 5300元	朝阳	燕莎	116.469961	39.965058	39㎡	南	1室1厅1卫	高楼层	（6层）	链家	6天前发布	{'central_heating': '集中供暖', 'is_new': '新上'}	5300
整租 ·  石园西区精装一居室，看房方便，诚意出租	顺义	顺义城	116.669988	40.116534	58㎡	南 北	1室1厅1卫	中楼层	（5层）	链家	6天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	3200
整租 · 月季园 1室1厅 6300元	海淀	马甸	116.381497	39.97775	46㎡	东	1室1厅1卫	低楼层	（9层）	链家	6天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6300
整租 · 光熙家园三期 1室1厅 9500元	朝阳	西坝河	116.438901	39.970424	65㎡	西	1室1厅1卫	中楼层	（22层）	链家	5天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上'}	9500
鑫雅苑 1室1厅 7500元	海淀	皂君庙	116.34596	39.967364	67㎡	东	1室1厅1卫	高楼层	（20层）	链家	5天前发布	{'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	7500
整租 ·   随时入住，朝南，落地阳台，精装一居室，看房方便。	海淀	上地	116.325617	40.049466	46㎡	南	1室0厅1卫	中楼层	（12层）	链家	5天前发布	{'decoration': '精装', 'is_new': '新上', 'is_key': '随时看房'}	5000
整租 · 顺源里 1室1厅 5500元	朝阳	三元桥	116.463494	39.955288	36㎡	南	1室1厅1卫	高楼层	（6层）	链家	5天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上'}	5500
角门甲4号院 1室1厅 4500元	丰台	角门	116.39534	39.855339	42㎡	南	1室1厅1卫	高楼层	（6层）	链家	5天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4500
